class,lat,lng,hex_id
"酒吧業
視聽歌唱業 ",25.041678,121.551621,894ba0a4e97ffff
視聽歌唱業 ,25.041882,121.549256,894ba0a4e93ffff
"酒吧業
視聽歌唱業 ",25.041671,121.552017,894ba0a4e97ffff
"酒吧業
視聽歌唱業 ",25.041747,121.548289,894ba0a4e93ffff
視聽歌唱業 ,25.04652,121.544115,894ba0a413bffff
"酒吧業
視聽歌唱業 ",25.052848,121.54428,894ba0a41a3ffff
視聽歌唱業 ,25.046626,121.549276,894ba0a4123ffff
三溫暖業 ,25.051963,121.547995,894ba0a41afffff
"酒吧業
視聽歌唱業 ",25.054877,121.544323,894ba0a41b3ffff
"舞場業
酒吧業 ",25.050764,121.569933,894ba0a4c2bffff
"酒吧業
視聽歌唱業 ",25.053898,121.544306,894ba0a41a3ffff
視聽歌唱業 ,25.05645,121.544452,894ba0a41b3ffff
"舞廳業
酒家業
酒吧業
視聽歌唱業 ",25.051963,121.547995,894ba0a41afffff
三溫暖業 ,25.051306,121.559549,894ba0a4c1bffff
"酒吧業
視聽歌唱業 ",25.055036,121.525633,894ba0a4573ffff
"酒吧業
視聽歌唱業 ",25.055036,121.525633,894ba0a4573ffff
酒吧業 ,25.058197,121.525124,894ba0a450bffff
"酒吧業
視聽歌唱業 ",25.058487,121.525656,894ba0a450bffff
視聽歌唱業 ,25.056955,121.533336,894ba0a452bffff
"酒吧業
視聽歌唱業 ",25.060164,121.526106,894ba0a4503ffff
"酒家業
酒吧業
視聽歌唱業 ",25.059774,121.525713,894ba0a4503ffff
"酒吧業
視聽歌唱業 ",25.058271,121.526856,894ba0a450fffff
"酒吧業
視聽歌唱業 ",25.059581,121.525684,894ba0a450fffff
"酒吧業
視聽歌唱業 ",25.059581,121.525684,894ba0a450fffff
"酒吧業
視聽歌唱業 ",25.059581,121.525684,894ba0a450fffff
"酒吧業
視聽歌唱業 ",25.049447,121.523775,894ba0a40b7ffff
"舞廳業
酒吧業
視聽歌唱業
夜店業 ",25.060174,121.525783,894ba0a4503ffff
"酒吧業
視聽歌唱業 ",25.047861,121.540502,894ba0a4103ffff
"舞場業
酒吧業
視聽歌唱業 ",25.050484,121.524821,894ba0a40b7ffff
"舞場業
酒吧業 ",25.058487,121.525656,894ba0a450bffff
"酒吧業
視聽歌唱業 ",25.057935,121.524901,894ba0a450bffff
"舞廳業
酒吧業
視聽歌唱業 ",25.058487,121.525656,894ba0a450bffff
視聽歌唱業 ,25.060413,121.524448,894ba0a4503ffff
視聽歌唱業 ,25.050484,121.524821,894ba0a40b7ffff
三溫暖業 ,25.050502,121.523039,894ba0a40b7ffff
"酒吧業
視聽歌唱業 ",25.058487,121.525656,894ba0a450bffff
"舞場業
視聽歌唱業 ",25.060164,121.526106,894ba0a4503ffff
酒吧業 ,25.058194,121.52603,894ba0a450fffff
"酒吧業
視聽歌唱業 ",25.066586,121.526186,894ba0a45bbffff
"酒吧業
視聽歌唱業 ",25.055548,121.525353,894ba0a4573ffff
"酒吧業
視聽歌唱業 ",25.059774,121.525713,894ba0a4503ffff
"酒吧業
視聽歌唱業 ",25.059536,121.525431,894ba0a4503ffff
"酒吧業
視聽歌唱業 ",25.053476,121.532825,894ba0a419bffff
"酒吧業
視聽歌唱業 ",25.05383,121.532839,894ba0a419bffff
"舞場業
酒吧業
視聽歌唱業 ",25.05207,121.542919,894ba0a41bbffff
"酒吧業
視聽歌唱業 ",25.060172,121.525855,894ba0a4503ffff
"酒吧業
視聽歌唱業 ",25.059774,121.525713,894ba0a4503ffff
"酒吧業
視聽歌唱業 ",25.058271,121.526856,894ba0a450fffff
"酒吧業
視聽歌唱業 ",25.049447,121.523775,894ba0a40b7ffff
視聽歌唱業 ,25.04577,121.543663,894ba0a410fffff
"舞場業
視聽歌唱業 ",25.051855,121.531358,894ba0a456fffff
"酒吧業
視聽歌唱業 ",25.051819,121.535844,894ba0a418bffff
三溫暖業 ,25.058209,121.523887,894ba0a450bffff
視聽歌唱業 ,25.05647,121.533317,894ba0a4193ffff
"酒家業
視聽歌唱業 ",25.048344,121.524201,894ba0a40a3ffff
"酒吧業
視聽歌唱業 ",25.058199,121.524317,894ba0a450bffff
視聽歌唱業 ,25.049313,121.523401,894ba0a40b7ffff
"酒吧業
視聽歌唱業 ",25.058199,121.524317,894ba0a450bffff
"酒吧業
視聽歌唱業 ",25.060413,121.524448,894ba0a4503ffff
"酒吧業
視聽歌唱業 ",25.059536,121.525431,894ba0a4503ffff
"酒吧業
視聽歌唱業 ",25.059774,121.525713,894ba0a4503ffff
視聽歌唱業 ,25.056339,121.525357,894ba0a4573ffff
"酒吧業
視聽歌唱業 ",25.054842,121.524957,894ba0a457bffff
三溫暖業 ,25.084071,121.560413,894ba0a6877ffff
"酒吧業
視聽歌唱業 ",25.059536,121.525431,894ba0a4503ffff
"酒吧業
視聽歌唱業 ",25.059581,121.525684,894ba0a450fffff
三溫暖業 ,25.066994,121.525858,894ba0a45bbffff
"酒吧業
視聽歌唱業 ",25.055036,121.525633,894ba0a4573ffff
"酒吧業
視聽歌唱業 ",25.049738,121.524852,894ba0a40b7ffff
"酒家業
視聽歌唱業 ",25.055036,121.525633,894ba0a4573ffff
視聽歌唱業 ,25.052292,121.528132,894ba0a456bffff
視聽歌唱業 ,25.052579,121.521562,894ba0a454fffff
"舞場業
酒吧業
視聽歌唱業 ",25.054821,121.526259,894ba0a4573ffff
"舞場業
酒家業 ",25.059581,121.525684,894ba0a450fffff
"酒家業
視聽歌唱業 ",25.055036,121.525633,894ba0a4573ffff
"酒吧業
視聽歌唱業 ",25.054189,121.53285,894ba0a419bffff
"酒吧業
視聽歌唱業 ",25.055589,121.525578,894ba0a4573ffff
"舞廳業
酒家業 ",25.054599,121.525557,894ba0a457bffff
視聽歌唱業 ,25.056141,121.511733,894ba0a4423ffff
舞場業 ,25.06275,121.516409,894ba0a45c3ffff
舞廳業 ,25.052164,121.509696,894ba0a442bffff
酒家業 ,25.057062,121.512092,894ba0a4437ffff
酒家業 ,25.052894,121.5133,894ba0a442fffff
三溫暖業 ,25.052242,121.514216,894ba0a442fffff
視聽歌唱業 ,25.041661,121.513898,894ba0a401bffff
視聽歌唱業 ,25.044665,121.514908,894ba0a4013ffff
舞場業 ,25.045615,121.514897,894ba0a408fffff
視聽歌唱業 ,25.041802,121.51056,894ba0a40c3ffff
視聽歌唱業 ,25.042733,121.508889,894ba0a40c3ffff
視聽歌唱業 ,25.042733,121.508889,894ba0a40c3ffff
桶裝瓦斯零售,25.016601,121.550675,894ba0a5dabffff
桶裝瓦斯零售,25.052136,121.555276,894ba0a4ccfffff
桶裝瓦斯零售,25.036458,121.578497,894ba0a480fffff
桶裝瓦斯零售,25.031023,121.557961,894ba0a4e0fffff
桶裝瓦斯零售,25.089313,121.526304,894ba0a6e93ffff
桶裝瓦斯零售,25.135729,121.547618,894ba569153ffff
桶裝瓦斯零售,25.100303,121.49581,894ba0a654bffff
桶裝瓦斯零售,25.088024,121.506809,894ba0a602fffff
桶裝瓦斯零售,25.091152,121.501689,894ba0a6033ffff
桶裝瓦斯零售,25.101334,121.487799,894ba0a642bffff
桶裝瓦斯零售,25.101334,121.487799,894ba0a642bffff
桶裝瓦斯零售,25.028807,121.506527,894ba0a4283ffff
桶裝瓦斯零售,25.026561,121.518064,894ba0a42afffff
桶裝瓦斯零售,25.036847,121.494271,894ba0a4613ffff
桶裝瓦斯零售,25.018774,121.494854,894ba0a55afffff
桶裝瓦斯零售,24.979928,121.555447,894ba0a5b03ffff
桶裝瓦斯零售,24.143143,120.486448,894ba2901c7ffff
桶裝瓦斯零售,25.028969,121.49525,894ba0a467bffff
桶裝瓦斯零售,25.000755,121.551856,894ba0a59d3ffff
桶裝瓦斯零售,24.994581,121.544529,894ba0a5807ffff
桶裝瓦斯零售,24.988492,121.557129,894ba0a5bb3ffff
桶裝瓦斯零售,24.979928,121.555447,894ba0a5b03ffff
桶裝瓦斯零售,25.044004,121.571942,894ba0a489bffff
桶裝瓦斯零售,25.031382,121.558065,894ba0a4e0fffff
桶裝瓦斯零售,25.044453,121.61606,894ba1d1443ffff
桶裝瓦斯零售,25.053778,121.615284,894ba1d14d7ffff
桶裝瓦斯零售,25.054317,121.592311,894ba0a4d2bffff
桶裝瓦斯零售,25.09226,121.603747,894ba1d3463ffff
桶裝瓦斯零售,25.131699,121.473564,894ba0b4873ffff
桶裝瓦斯零售,25.09226,121.603747,894ba1d3463ffff
桶裝瓦斯零售,25.065842,121.514549,894ba0a636fffff
桶裝瓦斯零售,25.070457,121.514663,894ba0a6377ffff
桶裝瓦斯零售,25.115151,121.509179,894ba0a65a3ffff
桶裝瓦斯零售,25.072063,121.509788,894ba0a630bffff
桶裝瓦斯零售,25.038515,121.621754,894ba1d16b7ffff
桶裝瓦斯零售,25.054317,121.592311,894ba0a4d2bffff
桶裝瓦斯零售,25.09226,121.603747,894ba1d3463ffff
桶裝瓦斯零售,25.047169,121.533381,894ba0a41c7ffff
桶裝瓦斯零售,25.055395,121.52717,894ba0a4573ffff
桶裝瓦斯零售,25.044902,121.542278,894ba0a410fffff
桶裝瓦斯零售,25.072852,121.578509,894ba0a6b23ffff
桶裝瓦斯零售,25.063666,121.524452,894ba0a4513ffff
桶裝瓦斯零售,25.065843,121.529944,894ba0a45abffff
桶裝瓦斯零售,25.09226,121.603747,894ba1d3463ffff
桶裝瓦斯零售,25.062283,121.510555,894ba0a44a7ffff
桶裝瓦斯零售,25.059971,121.518781,894ba0a45cfffff
桶裝瓦斯零售,25.059714,121.52033,894ba0a451bffff
桶裝瓦斯零售,25.059031,121.51687,894ba0a45cbffff
桶裝瓦斯零售,25.11683,121.516037,894ba5692d3ffff
桶裝瓦斯零售,25.08847,121.518878,894ba0a617bffff
桶裝瓦斯零售,25.024322,121.501769,894ba0a42d7ffff
桶裝瓦斯零售,25.050148,121.516054,894ba0a4097ffff
桶裝瓦斯零售,25.030432,121.56076,894ba0a4e3bffff
桶裝瓦斯零售,25.116579,121.517975,894ba5692d7ffff
桶裝瓦斯零售,25.115151,121.509179,894ba0a65a3ffff
桶裝瓦斯零售,25.008203,121.564109,894ba0a4a4bffff
桶裝瓦斯零售,25.126736,121.502466,894ba5696cfffff
桶裝瓦斯零售,25.117439,121.515913,894ba5692d3ffff
桶裝瓦斯零售,25.138172,121.486321,894ba0b4953ffff
桶裝瓦斯零售,25.116579,121.517975,894ba5692d7ffff
傳統市商場,25.074784,121.514073,894ba0a6307ffff
傳統市商場,25.132673,121.502735,894ba5696d7ffff
傳統市商場,25.054735,121.542265,894ba0a41b3ffff
傳統市商場,25.053017,121.534893,894ba0a419bffff
傳統市商場,25.050163,121.521201,894ba0a40b3ffff
傳統市商場,24.999739,121.547452,894ba0a58a7ffff
傳統市商場,24.988496,121.569186,894ba1da6d7ffff
傳統市商場,25.040889,121.498641,894ba0a46bbffff
傳統市商場,25.02989,121.489814,894ba0a4643ffff
傳統市商場,25.044885,121.575249,894ba0a4883ffff
傳統市商場,25.036372,121.560453,894ba0a4eabffff
傳統市商場,25.043016,121.577648,894ba0a488fffff
傳統市商場,25.050218,121.576132,894ba0a4d5bffff
傳統市商場,25.054682,121.554216,894ba0a4cc3ffff
傳統市商場,25.050747,121.570899,894ba0a4c2bffff
傳統市商場,25.047865,121.552826,894ba0a4127ffff
傳統市商場,25.082411,121.566599,894ba0a6b97ffff
傳統市商場,25.02719,121.54782,894ba0a4e53ffff
傳統市商場,25.0285,121.52939,894ba0a4313ffff
傳統市商場,25.034002,121.539057,894ba0a43a3ffff
傳統市商場,25.028117,121.54093,894ba0a4323ffff
傳統市商場,25.046147,121.586755,894ba0a48a7ffff
傳統市商場,25.045514,121.614546,894ba1d1453ffff
傳統市商場,25.03674,121.532497,894ba0a414bffff
傳統市商場,25.044253,121.524773,894ba0a40afffff
傳統市商場,25.03027,121.522284,894ba0a43d3ffff
傳統市商場,25.045216,121.532101,894ba0a41cfffff
傳統市商場,25.01376,121.53501,894ba0a5ddbffff
傳統市商場,25.03451,121.526765,894ba0a439bffff
傳統市商場,25.040351,121.530902,894ba0a415bffff
傳統市商場,25.066015,121.515608,894ba0a636fffff
傳統市商場,25.056999,121.516503,894ba0a4553ffff
傳統市商場,25.0545,121.510324,894ba0a4423ffff
傳統市商場,25.050063,121.521486,894ba0a40b3ffff
傳統市商場,25.062854,121.528108,894ba0a4507ffff
傳統市商場,25.06029,121.532186,894ba0a4523ffff
傳統市商場,25.045815,121.536209,894ba0a411bffff
傳統市商場,25.078665,121.545458,894ba0a685bffff
傳統市商場,24.989878,121.541106,894ba0a580fffff
傳統市商場,24.981476,121.557222,894ba0a5b17ffff
傳統市商場,25.087958,121.524165,894ba0a6167ffff
傳統市商場,25.111924,121.529276,894ba569277ffff
傳統市商場,25.035011,121.499812,894ba0a463bffff
傳統市商場,25.048715,121.505863,894ba0a4463ffff
傳統市商場,25.047931,121.507045,894ba0a4463ffff
傳統市商場,25.041722,121.506696,894ba0a40dbffff
傳統市商場,25.039376,121.501715,894ba0a46afffff
傳統市商場,25.035993,121.503075,894ba0a4623ffff
加油站,25.087624,121.522012,894ba0a6163ffff
加油站,25.062767,121.514233,894ba0a45d3ffff
加油站,25.025713,121.535319,894ba0a430fffff
加油站,25.030951,121.53813,894ba0a43abffff
加油站,25.03148,121.527198,894ba0a438bffff
加油站,25.03848,121.533195,894ba0a414bffff
加油站,25.044017,121.536225,894ba0a4157ffff
加油站,25.01912,121.55691,894ba0a4adbffff
加油站,25.027691,121.555835,894ba0a4e73ffff
加油站,25.046109,121.539598,894ba0a4103ffff
加油站,25.065594,121.536492,894ba0a6adbffff
加油站,25.050934,121.53017,894ba0a456fffff
加油站,25.084316,121.550566,894ba0a6857ffff
加油站,25.056546,121.528041,894ba0a4577ffff
加油站,25.048366,121.531316,894ba0a41c3ffff
加油站,25.10646,121.511026,894ba0a652bffff
加油站,25.093133,121.49826,894ba0a60abffff
加油站,25.072592,121.551928,894ba0a6aa3ffff
加油站,25.0851,121.511746,894ba0a614bffff
加油站,25.092426,121.527544,894ba0a612fffff
加油站,25.087503,121.526107,894ba0a6e9bffff
加油站,25.095592,121.528262,894ba0a6127ffff
加油站,25.10192,121.528746,894ba0a6cd3ffff
加油站,25.082799,121.512044,894ba0a63b3ffff
加油站,25.124483,121.498678,894ba0b4b27ffff
加油站,25.112528,121.508734,894ba0a65abffff
加油站,25.072735,121.539525,894ba0a6e6fffff
加油站,25.062609,121.550583,894ba0a6a77ffff
加油站,25.049586,121.544389,894ba0a41abffff
加油站,25.059477,121.563891,894ba0a4cbbffff
加油站,25.04905,121.558021,894ba0a4c57ffff
加油站,25.053863,121.570173,894ba0a4c33ffff
加油站,25.039809,121.577556,894ba0a4803ffff
加油站,25.032931,121.555457,894ba0a4e03ffff
加油站,25.072483,121.547676,894ba0a6a8fffff
加油站,25.031428,121.50732,894ba0a4297ffff
加油站,25.020688,121.525918,894ba0a4343ffff
加油站,25.045862,121.523978,894ba0a40afffff
加油站,25.069043,121.57495,894ba0a6b77ffff
加油站,25.068524,121.583976,894ba0a4d97ffff
加油站,25.067504,121.611904,894ba1d32abffff
加油站,25.081261,121.571091,894ba0a6b87ffff
加油站,25.056961,121.584926,894ba0a4d0bffff
加油站,25.071933,121.608405,894ba1d3287ffff
加油站,25.078337,121.58344,894ba1d36c3ffff
加油站,25.059643,121.5895,894ba0a4d07ffff
加油站,25.069777,121.574983,894ba0a6b77ffff
加油站,25.066438,121.578346,894ba0a6b67ffff
加油站,25.06566,121.575661,894ba0a6b67ffff
加油站,25.082716,121.564171,894ba0a6b93ffff
加油站,25.064112,121.60589,894ba1d321bffff
加油站,25.074819,121.572455,894ba0a6b17ffff
加油站,24.988246,121.570859,894ba1da6d7ffff
加油站,24.988354,121.564229,894ba0a596bffff
加油站,25.006094,121.557828,894ba0a5983ffff
加油站,24.996282,121.540696,894ba0a5817ffff
加油站,25.000879,121.55394,894ba0a59d7ffff
加油站,24.989267,121.542482,894ba0a5877ffff
加油站,25.116755,121.503949,894ba0a6587ffff
加油站,25.119297,121.502264,894ba0a6597ffff
加油站,25.126933,121.466123,894ba0b484bffff
加油站,25.107983,121.511125,894ba0a6523ffff
加油站,25.121549,121.498517,894ba0b4b2fffff
加油站,25.041409,121.566964,894ba0a48d3ffff
加油站,25.054137,121.604546,894ba0a49b3ffff
加油站,25.053294,121.590041,894ba0a4d77ffff
加油站,25.085063,121.559967,894ba0a683bffff
加油站,25.034516,121.493747,894ba0a4603ffff
加油站,25.0383,121.503293,894ba0a4637ffff
加油站,25.021895,121.498692,894ba0a42dbffff
加油站,25.027162,121.500607,894ba0a466fffff
加油站,25.004521,121.539317,894ba0a5d5bffff
加油站,25.077704,121.568529,894ba0a6b8fffff
垃圾焚化爐,25.062791,121.603472,894ba1d321bffff
垃圾焚化爐,25.00516,121.586487,894ba1da403ffff
垃圾焚化爐,25.108706,121.49915,894ba0a651bffff
高壓變電所,25.056374,121.574344,894ba0a4dcbffff
高壓變電所,25.040472,121.544158,894ba0a4163ffff
