lat,lng,hex_id
121.4183364,24.9593267,890cec08987ffff
121.4183575,24.95894725,890cec08987ffff
121.4192802,24.95950272,890cec089bbffff
121.4199687,24.96025528,890cec089bbffff
121.5520427,25.0636308,890cec763c3ffff
121.5509869,25.0635351,890cec763c3ffff
121.5518415,25.0631707,890cec763cbffff
121.5439794,25.06082643,890cec762b7ffff
121.543143,25.041797,890cec76213ffff
121.543517,25.041206,890cec76213ffff
121.544806,25.041467,890cec76203ffff
121.54506,25.041772,890cec76203ffff
121.543985,25.04202,890cec76213ffff
121.5420001,25.03360186,890cec762cfffff
121.5415899,25.03364917,890cec762cfffff
121.54233,25.033241,890cec762cfffff
121.5439764,25.0331244,890cec762cfffff
121.543719,25.032862,890cec762cfffff
121.543749,25.034006,890cec762cfffff
121.543636,25.026154,890cec76253ffff
121.552737,25.023852,890cec771b7ffff
121.558606,25.018554,890cec77137ffff
121.557021,25.005119,890cec7710fffff
121.557737,24.999383,890cec77173ffff
121.5684087,24.99858101,890cec7468bffff
121.573417,24.998174,890cec74603ffff
121.579942,24.9982988,890cec74677ffff
121.579321,24.997971,890cec74677ffff
121.5469257,25.08036069,890cec76393ffff
121.546823,25.079584,890cec76393ffff
121.5470127,25.07943891,890cec76393ffff
121.5553542,25.08548437,890cec763bbffff
121.5552019,25.08459783,890cec763bbffff
121.5560658,25.08432308,890cec763abffff
121.566647,25.082339,890cec7632fffff
121.567141,25.082023,890cec7632fffff
121.5758005,25.08013028,890cec745a3ffff
121.574704,25.080065,890cec745bbffff
121.58564,25.078671,890cec74527ffff
121.5845981,25.07835342,890cec74527ffff
121.594266,25.083745,890cec741b7ffff
121.594612,25.083636,890cec741b7ffff
121.602377,25.083894,890cec74cc3ffff
121.60221,25.083675,890cec74cc3ffff
121.6080683,25.0725096,890cec74c5bffff
121.607197,25.072534,890cec74c5bffff
121.6108991,25.067189,890cec74e87ffff
121.6112963,25.06718485,890cec74e87ffff
121.6119635,25.06706398,890cec74eb3ffff
121.6158607,25.06038509,890cec74e17ffff
121.6163342,25.06012071,890cec74eabffff
121.6170736,25.0557844,890cec74e07ffff
121.6171863,25.05540682,890cec74e07ffff
121.618239,25.055123,890cec74e07ffff
121.6182634,25.055356,890cec74e07ffff
121.6171997,25.05533633,890cec74e07ffff
121.616861,25.054917,890cec74e03ffff
121.6179283,25.05476367,890cec74e0fffff
121.618148,25.054035,890cec74e0fffff
121.529896,24.971803,890cec7747bffff
121.52995,24.973192,890cec77463ffff
121.53758,24.95784,890cec77637ffff
121.541124,24.967393,890cec770cfffff
121.541727,24.967985,890cec7701bffff
121.543068,24.975025,890cec77003ffff
121.542641,24.97691,890cec77003ffff
121.540874,24.982754,890cec770bbffff
121.541619,24.982051,890cec77017ffff
121.541572,24.982982,890cec770bbffff
121.541405,24.983539,890cec770bbffff
121.543209,24.982859,890cec770abffff
121.5406932,24.99213264,890cec770b3ffff
121.541517,24.993069,890cec770b7ffff
121.540546,24.992744,890cec770b3ffff
121.538896,25.001367,890cec7757bffff
121.5395617,25.0015087,890cec7757bffff
121.539195,25.002215,890cec7757bffff
121.538572,25.002676,890cec77547ffff
121.534377,25.014509,890cec77503ffff
121.534721,25.014718,890cec77503ffff
121.534025,25.015421,890cec77517ffff
121.533623,25.015148,890cec77517ffff
121.528577,25.01962,890cec77583ffff
121.529093,25.020192,890cec77583ffff
121.527849,25.021179,890cec77583ffff
121.527297,25.021018,890cec77583ffff
121.527739,25.020758,890cec77583ffff
121.522973,25.025976,890cec0db2fffff
121.523353,25.025502,890cec0db2fffff
121.523477,25.0259191,890cec0db2fffff
121.5229835,25.02655858,890cec0db2fffff
121.522873,25.027184,890cec0db2fffff
121.522297,25.027537,890cec0db23ffff
121.5217067,25.02772736,890cec0db23ffff
121.521894,25.027056,890cec0db23ffff
121.522404,25.026798,890cec0db23ffff
121.517599,25.033345,890cec0dbafffff
121.518261,25.032406,890cec0dbafffff
121.519,25.032281,890cec0db37ffff
121.51796,25.033525,890cec0dbafffff
121.5170711,25.0352207,890cec0dbafffff
121.516543,25.03588,890cec0dba7ffff
121.515983,25.034565,890cec0dbafffff
121.509752,25.036434,890cec0d94bffff
121.509865,25.035736,890cec0d94bffff
121.510988,25.035309,890cec0dbb3ffff
121.511455,25.035226,890cec0dbb3ffff
121.515414,25.012895,890cec0db0bffff
121.515446,25.014222,890cec0db0bffff
121.510962,25.002375,890cec0da27ffff
121.50456,24.993731,890cec0da07ffff
121.507876,24.99052883,890cec0da3bffff
121.50872,24.990161,890cec0da3bffff
121.508946,24.990061,890cec0da3bffff
121.509776,24.989486,890cec0da3bffff
121.515731,25.040913,890cec0dba7ffff
121.516589,25.041224,890cec766d3ffff
121.516632,25.042808,890cec766d3ffff
121.516299,25.042876,890cec766d3ffff
121.516246,25.046755,890cec0d96fffff
121.516787,25.046234,890cec0d96fffff
121.518643,25.046077,890cec766d7ffff
121.517479,25.045948,890cec766d3ffff
121.518193,25.048232,890cec766d7ffff
121.51908,25.048159,890cec766d7ffff
121.517882,25.046337,890cec766d7ffff
121.517345,25.046485,890cec0d96fffff
121.520588,25.057499,890cec76683ffff
121.520615,25.057825,890cec76683ffff
121.519454,25.062641,890cec76697ffff
121.519867,25.061936,890cec76687ffff
121.51983,25.061704,890cec76687ffff
121.51963,25.061846,890cec76687ffff
121.5187721,25.06324045,890cec76697ffff
121.5188804,25.06273597,890cec76697ffff
121.520172,25.062699,890cec76687ffff
121.520563,25.062686,890cec76687ffff
121.520591,25.062952,890cec76687ffff
121.520129,25.062967,890cec76687ffff
121.520033,25.070785,890cec7644fffff
121.520108,25.071776,890cec7644fffff
121.525175,25.08503,890cec76467ffff
121.524751,25.083273,890cec76467ffff
121.52496,25.084284,890cec76467ffff
121.525966,25.094106,890cec7642fffff
121.52644,25.09286,890cec7642fffff
121.522636,25.102046,890cec76437ffff
121.522335,25.10384024,890cec765dbffff
121.519153,25.109298,890cec765d3ffff
121.518728,25.110008,890cec765d3ffff
121.518538,25.109964,890cec764a7ffff
121.5152545,25.1149633,890cec0cb7bffff
121.51625,25.11352,890cec0cb6bffff
121.5069183,25.12070935,890cec0cb1bffff
121.50589,25.120854,890cec0cbc7ffff
121.5009856,25.12611852,890cec0cb9bffff
121.5010854,25.1250223,890cec0cbd7ffff
121.5012611,25.1251407,890cec0cbd7ffff
121.4981189,25.1323269,890cec0cb93ffff
121.499194,25.131025,890cec0cb93ffff
121.503524,25.136968,890cec0cb87ffff
121.502455,25.136834,890cec0cb87ffff
121.4854068,25.137665,890cec0c88fffff
121.485126,25.137329,890cec0c88fffff
121.473169,25.131056,890cec0cc73ffff
121.4736461,25.1309851,890cec0cc73ffff
121.467215,25.125431,890cec0cc53ffff
121.466861,25.12547,890cec0cc53ffff
