lat,lng,hex_id
121.459713,25.136949,890cec0ea6fffff
121.459383,25.136854,890cec0ea6fffff
121.4590331,25.15449713,890cec0ea2fffff
121.458733,25.154597,890cec0ea2fffff
121.445502,25.168266,890cec0e84fffff
121.4457904,25.16776197,890cec0e84fffff
121.445573,25.167601,890cec0e84fffff
121.4355625,24.966641,890cec0d447ffff
121.435795,24.966019,890cec0d447ffff
121.437111,24.967252,890cec0d447ffff
121.436866,24.96753917,890cec0d447ffff
121.444173,24.973251,890cec0d09bffff
121.443671,24.972663,890cec0d09bffff
121.445266,24.973714,890cec0d09bffff
121.4486097,24.9853885,890cec0d0b3ffff
121.4488709,24.9853326,890cec0d0b3ffff
121.4492224,24.9863003,890cec0d0b3ffff
121.452581,24.998933,890cec0d563ffff
121.452388,24.998252,890cec0d56bffff
121.45287,24.998875,890cec0d563ffff
121.459077,25.008486,890cec0d183ffff
121.459501,25.008943,890cec0d18fffff
121.45897,25.009162,890cec0d183ffff
121.461838,25.0133143,890cec0d1bbffff
121.462603,25.013221,890cec0d1bbffff
121.462653,25.014442,890cec0d1bbffff
121.467496,25.023087,890cec0dcd3ffff
121.468176,25.0222,890cec0dcdbffff
121.468562,25.022942,890cec0dcdbffff
121.468728,25.023638,890cec0dcc3ffff
121.468138,25.024163,890cec0dcd3ffff
121.471914,25.030298,890cec0dcc7ffff
121.471903,25.029782,890cec0dcc7ffff
121.472156,25.029459,890cec0dcc7ffff
121.472719,25.029763,890cec0dcc7ffff
121.4734263,25.03098798,890cec0dc13ffff
121.4730606,25.03120599,890cec0dc13ffff
121.49953,25.035484,890cec0d833ffff
121.499798,25.035109,890cec0d833ffff
121.501622,25.035421,890cec0d823ffff
121.523009,25.045097,890cec766c7ffff
121.523053,25.044796,890cec766c7ffff
121.523734,25.044568,890cec7661bffff
121.524217,25.044111,890cec7661bffff
121.52482,25.044256,890cec7661bffff
121.524898,25.044632,890cec7661bffff
121.532065,25.042103,890cec76663ffff
121.53368,25.041783,890cec76663ffff
121.533213,25.042458,890cec76663ffff
121.531829,25.042784,890cec76663ffff
121.5323987,25.0410441,890cec76663ffff
121.533068,25.040791,890cec76663ffff
121.533068,25.041729,890cec76663ffff
121.550578,25.041642,890cec76277ffff
121.551694,25.041632,890cec76277ffff
121.551586,25.04134,890cec76277ffff
121.550567,25.04135,890cec76277ffff
121.549824,25.041238,890cec7620fffff
121.549174,25.041029,890cec7620fffff
121.549913,25.041661,890cec7620fffff
121.549194,25.041928,890cec7620fffff
121.556663,25.041838,890cec7449bffff
121.556704,25.041029,890cec7449bffff
121.557981,25.041195,890cec7449bffff
121.558539,25.04117,890cec74483ffff
121.558002,25.041501,890cec74483ffff
121.565459,25.041408,890cec74417ffff
121.565062,25.040971,890cec74417ffff
121.567149,25.040903,890cec74407ffff
121.567181,25.041263,890cec74407ffff
121.57512,25.040995,890cec7442fffff
121.575383,25.040704,890cec7442fffff
121.576155,25.040704,890cec74097ffff
121.576574,25.040699,890cec74097ffff
121.576622,25.040961,890cec74097ffff
121.58141,25.044422,890cec740b3ffff
121.581854,25.043703,890cec740b3ffff
121.583277,25.045232,890cec740a3ffff
121.582441,25.045653,890cec740b3ffff
121.592726,25.050319,890cec741cfffff
121.592825,25.050402,890cec741cfffff
121.59363,25.050599,890cec741cfffff
121.593799,25.050572,890cec741cfffff
121.606357,25.051911,890cec7416fffff
121.60743,25.052025,890cec7416fffff
121.569334,25.0330078,890cec7440fffff
121.569921,25.032375,890cec74473ffff
121.57062,25.032974,890cec74477ffff
121.561671,25.033107,890cec744c7ffff
121.5619435,25.03284073,890cec744c7ffff
121.563646,25.032742,890cec7441bffff
121.564112,25.033034,890cec7441bffff
121.563292,25.033102,890cec7441bffff
121.552602,25.033377,890cec76263ffff
121.552332,25.033032,890cec7627bffff
121.552582,25.032848,890cec76263ffff
121.553282,25.033022,890cec76263ffff
121.5534,25.033022,890cec76263ffff
121.553526,25.033326,890cec76263ffff
121.534442,25.033693,890cec775a7ffff
121.534487,25.033391,890cec775a7ffff
121.534882,25.033396,890cec775a7ffff
121.535292,25.033391,890cec775a7ffff
121.535989,25.033369,890cec775a7ffff
121.535952,25.033654,890cec775a7ffff
121.435264,25.032932,890cec0c653ffff
121.435277,25.032315,890cec0c653ffff
121.436541,25.032776,890cec0c643ffff
121.436534,25.0330162,890cec0c643ffff
121.4524435,25.03630271,890cec0c2c7ffff
121.4525,25.036014,890cec0c2c7ffff
121.460303,25.039844,890cec0c23bffff
121.460931,25.039068,890cec0c277ffff
121.462247,25.039853,890cec0c22bffff
121.46227,25.04026,890cec0c22bffff
121.471319,25.046497,890cec0dcb3ffff
121.4711596,25.0460821,890cec0dc87ffff
121.471789,25.04629545,890cec0dcb3ffff
121.4833034,25.05535171,890cec0ddcfffff
121.4844522,25.05561671,890cec0ddcfffff
121.4849832,25.05613362,890cec0dd1bffff
121.490673,25.05971,890cec0dd73ffff
121.491106,25.059287,890cec0dd73ffff
121.492111,25.060556,890cec0dd77ffff
121.500281,25.062966,890cec0d983ffff
121.512319,25.06318,890cec0d923ffff
121.5117348,25.06333204,890cec0d923ffff
121.513258,25.063195,890cec0d923ffff
121.51344,25.063739,890cec0d923ffff
121.526095,25.06284,890cec766a3ffff
121.526148,25.062461,890cec766a3ffff
121.527114,25.062476,890cec766afffff
121.526835,25.062835,890cec766afffff
121.533047,25.05810168,890cec76623ffff
121.533342,25.058792,890cec76623ffff
121.533393,25.059868,890cec76627ffff
121.532991,25.060365,890cec76627ffff
121.527994,25.034157,890cec76643ffff
121.527565,25.03422,890cec76643ffff
121.527854,25.033676,890cec76643ffff
121.528879,25.033646,890cec7664fffff
121.529506,25.033564,890cec7664fffff
121.529957,25.033924,890cec7664fffff
121.529678,25.033962,890cec7664fffff
121.528965,25.034074,890cec7664fffff
121.4647333,25.0913266,890cec0c3b7ffff
121.4648924,25.0917076,890cec0c3b7ffff
121.4642624,25.0918704,890cec0c3b7ffff
121.472714,25.085692,890cec0cecbffff
121.473548,25.085637,890cec0cecbffff
121.47988,25.080303,890cec0ce4bffff
121.480583,25.080332,890cec0ce4bffff
121.486398,25.076586,890cec0dda3ffff
121.486484,25.076984,890cec0dda3ffff
121.4967021,25.0706459,890cec0dd2fffff
121.411195,25.021829,890cec0f077ffff
121.41077,25.02118,890cec0f077ffff
121.4125638,25.0225398,890cec0f02bffff
121.42231,25.02899,890cec0f3b3ffff
121.422615,25.028742,890cec0f3bbffff
121.542121,25.052625,890cec762bbffff
121.541863,25.051748,890cec7628fffff
121.543087,25.05178085,890cec762bbffff
121.5431633,25.0517841,890cec762bbffff
121.544338,25.051727,890cec762bbffff
121.5449255,25.05195456,890cec762abffff
121.543819,25.052018,890cec762bbffff
121.5445925,25.0524873,890cec762bbffff
121.520303,25.052414,890cec7668bffff
121.520306,25.052858,890cec7668bffff
121.521063,25.052382,890cec7668bffff
121.521154,25.052611,890cec7668bffff
121.519329,25.053037,890cec7668bffff
121.519007,25.052833,890cec7669bffff
121.507566,25.042137,890cec0d943ffff
121.508435,25.041545,890cec0d943ffff
121.508888,25.041789,890cec0d94fffff
121.509006,25.042203,890cec0d94fffff
121.508789,25.042935,890cec0d947ffff
121.507602,25.042573,890cec0d943ffff
121.532388,25.051842,890cec7662bffff
121.532875,25.051342,890cec7662bffff
121.53287,25.051085,890cec7662bffff
121.53324,25.051624,890cec7662bffff
121.534081,25.051882,890cec7662bffff
121.533808,25.052205,890cec7662bffff
121.533195,25.05247,890cec7662bffff
121.532826,25.05257,890cec7662bffff
121.509986,25.048861,890cec0d973ffff
121.510506,25.049583,890cec0d973ffff
121.510227,25.049943,890cec0d973ffff
121.55153,25.051836,890cec76223ffff
121.550715,25.051571,890cec76223ffff
121.552549,25.05152,890cec76223ffff
121.552898,25.051534,890cec76223ffff
121.552069,25.051838,890cec76223ffff
121.563203,25.051633,890cec744b3ffff
121.563073,25.051215,890cec744b3ffff
121.564595,25.051328,890cec744a3ffff
121.56471,25.051588,890cec744a3ffff
121.577022,25.050171,890cec74543ffff
121.576244,25.050171,890cec7455bffff
121.577533,25.049939,890cec74543ffff
121.577971,25.049799,890cec74543ffff
121.577782,25.050559,890cec74543ffff
121.527701,24.984467,890cec7743bffff
121.5253895,24.99053445,890cec774abffff
121.52494,24.99054002,890cec774abffff
121.51625,24.991926,890cec77497ffff
121.4964906,25.00221178,890cec0da97ffff
121.490278,25.004803,890cec0de23ffff
121.4841593,25.0084104,890cec0dea3ffff
121.4722124,25.0144914,890cec0d127ffff
121.464938,25.015105,890cec0d1a3ffff
121.464312,25.015502,890cec0d1a3ffff
121.466839,25.026125,890cec0dcd3ffff
121.460146,25.050126,890cec0c237ffff
121.4602357,25.04975928,890cec0c233ffff
121.459774,25.061564,890cec0c3c3ffff
