name,lat,lng,hex_id
中429公園,25.078469,121.555858,894ba0a687bffff
中430公園,25.07829,121.56208,894ba0a686fffff
中431公園,25.0774,121.565208,894ba0a6b8bffff
中山21號廣場,25.080799,121.556282,894ba0a6873ffff
中吉公園,25.05636,121.531837,894ba0a4567ffff
中安公園 ,25.056489,121.523986,894ba0a4547ffff
中原公園,25.05581,121.528587,894ba0a4577ffff
仁德公園,25.05318,121.529083,894ba0a4563ffff
四平公園,25.05323,121.534507,894ba0a419bffff
正守公園,25.048051,121.528745,894ba0a41d3ffff
民享公園,25.05923,121.52111,894ba0a451bffff
永安公園,25.07912,121.545211,894ba0a685bffff
永直公園,25.08147,121.550529,894ba0a6843ffff
永靜公園,25.061559,121.521781,894ba0a451bffff
伊通公園,25.050159,121.534767,894ba0a418bffff
吉林公園,25.050825,121.52893,894ba0a41d3ffff
合江公園,25.05866,121.539482,894ba0a6a5bffff
朱昌公園,25.055459,121.538818,894ba0a4187ffff
朱厝崙公園,25.04755,121.541061,894ba0a4103ffff
朱崙公園,25.049339,121.541687,894ba0a4117ffff
江寧公園,25.061229,121.539413,894ba0a6a53ffff
自強公園,25.086019,121.548603,894ba0a68cfffff
明水公園,25.078819,121.548057,894ba0a685bffff
林森公園,25.052339,121.525871,894ba0a457bffff
松江公園,25.050369,121.532463,894ba0a41d7ffff
松錦1號公園,25.060117,121.532404,894ba0a4523ffff
松錦2號公園,25.059608,121.532089,894ba0a453bffff
直安公園,25.081199,121.547851,894ba0a6853ffff
花博公園美術園區,25.0706,121.523956,894ba0a4597ffff
花博公園圓山園區,25.071569,121.520622,894ba0a632fffff
花博公園新生園區,25.068569,121.530502,894ba0a45a3ffff
金泰公園,25.076495,121.565167,894ba0a6b8bffff
建興公園,25.047149,121.538177,894ba0a411bffff
培英公園,25.082269,121.544982,894ba0a6e27ffff
康樂公園,25.053409,121.525146,894ba0a457bffff
復華公園,25.053129,121.53968,894ba0a418fffff
晴光公園,25.063899,121.524566,894ba0a4517ffff
華山公園,25.047745,121.525861,894ba0a40a7ffff
進安公園,25.045869,121.537467,894ba0a411bffff
集英公園,25.065402,121.521344,894ba0a458bffff
圓山自然景觀公園,25.075055,121.52233,894ba0a6327ffff
敬業公園,25.085728,121.556045,894ba0a6803ffff
新喜公園,25.065429,121.532188,894ba0a45afffff
新祿公園,25.067159,121.529647,894ba0a45a3ffff
新壽公園,25.06331,121.529922,894ba0a45abffff
新興公園,25.061519,121.52465,894ba0a4503ffff
農安公園,25.06528,121.535263,894ba0a6adbffff
榮星花園公園,25.06265,121.540496,894ba0a6a53ffff
聚葉公園,25.060496,121.527236,894ba0a450fffff
劍潭公園,25.080108,121.524598,894ba0a6ec3ffff
德惠公園,25.067489,121.531562,894ba0a45a3ffff
撫順公園,25.064579,121.52199,894ba0a458bffff
興安公園,25.055679,121.541778,894ba0a41b3ffff
興亞公園,25.04738,121.5316,894ba0a41c3ffff
興國公園,25.0531,121.541941,894ba0a41bbffff
遼寧公園,25.0536,121.542312,894ba0a41bbffff
錦北公園,25.060489,121.535827,894ba0a4527ffff
錦州公園,25.060619,121.529319,894ba0a453bffff
龍江公園,25.05982,121.54216,894ba0a6a43ffff
雙城公園,25.06731,121.524017,894ba0a458fffff
力行1號綠地,25.0841,121.538871,894ba0a6e33ffff
力行2號綠地,25.083349,121.537933,894ba0a6e33ffff
中山129號綠地,25.05372,121.539672,894ba0a4187ffff
中山161號綠地,25.078069,121.533157,894ba0a6e0bffff
中山240號綠地,25.086969,121.549598,894ba0a68c7ffff
中山381號綠地,25.079599,121.547203,894ba0a685bffff
中山411號綠地,25.08329,121.556449,894ba0a6873ffff
中山412號綠地,25.0823,121.556457,894ba0a6873ffff
中山413號綠地,25.08332,121.556198,894ba0a6873ffff
中山414號綠地,25.08126,121.556167,894ba0a6873ffff
中山415號綠地,25.08012,121.552627,894ba0a6847ffff
中山416號綠地,25.08007,121.553771,894ba0a6847ffff
中山417號綠地,25.08007,121.555259,894ba0a687bffff
中山418號綠地,25.080059,121.557373,894ba0a6863ffff
中山419號綠地,25.080039,121.559341,894ba0a6863ffff
中山420號綠地,25.080049,121.560997,894ba0a6867ffff
中山421號綠地,25.080379,121.562171,894ba0a6867ffff
中山422號綠地,25.07986,121.552742,894ba0a6847ffff
中山423號綠地,25.079839,121.553802,894ba0a6847ffff
中山424號綠地,25.079839,121.554916,894ba0a687bffff
中山425號綠地,25.079839,121.555816,894ba0a687bffff
中山426號綠地,25.08011,121.562217,894ba0a6867ffff
長春綠地,25.0529,121.538009,894ba0a418fffff
中山4號廣場,25.05261,121.520523,894ba0a454fffff
九華公園,25.08859,121.561378,894ba0a6833ffff
下灣公園,25.06681,121.590698,894ba0a4db7ffff
上灣公園,25.06546,121.59584,894ba1d32dbffff
大坑公園,25.069037,121.598706,894ba1d366fffff
大港墘公園,25.077414,121.572996,894ba0a6bbbffff
大湖公園,25.082976,121.602695,894ba1d30dbffff
山腳公園,25.084089,121.579902,894ba0a696bffff
五分公園,25.067119,121.614791,894ba1d3233ffff
內湖125號公園,25.064699,121.611259,894ba1d3207ffff
文心公園,25.06545,121.584182,894ba0a4d87ffff
文湖公園,25.087427,121.560993,894ba0a6833ffff
文德3號公園,25.07509,121.577117,894ba0a6b33ffff
文德二號公園,25.077859,121.58374,894ba1d36c3ffff
仙樹公園,25.085609,121.569,894ba0a695bffff
北勢湖公園,25.083749,121.561683,894ba0a682bffff
安泰公園,25.074089,121.618637,894ba1d306bffff
安康公園(下),25.067209,121.610618,894ba1d3217ffff
安康公園(上),25.067129,121.61238,894ba1d32abffff
安湖三號公園,25.070419,121.615692,894ba1d32afffff
安湖公園,25.07402,121.615417,894ba1d32b7ffff
成功公園,25.084299,121.596626,894ba1d36bbffff
行善公園,25.05326,121.575576,894ba0a4c27ffff
西安公園,25.08745,121.567481,894ba0a6827ffff
西安廣場,25.086759,121.560852,894ba0a683bffff
西康二號公園,25.08498,121.563926,894ba0a6823ffff
西康公園,25.08312,121.564392,894ba0a682bffff
西湖公園,25.08361,121.570388,894ba0a694bffff
扶輪親恩公園,25.066709,121.57975,894ba0a4d93ffff
明美公園,25.062219,121.586196,894ba0a4d17ffff
東湖一號公園,25.075599,121.612136,894ba1d304fffff
東湖二號公園,25.07389,121.610923,894ba1d32b3ffff
東湖四號公園,25.070449,121.61808,894ba1d33dbffff
金瑞公園,25.087959,121.587951,894ba1d3693ffff
金龍公園,25.085432,121.590799,894ba1d3683ffff
長青公園,25.08098,121.581741,894ba1d36d3ffff
南湖一號公園,25.069139,121.611091,894ba1d32abffff
洲子1號公園,25.07957,121.564338,894ba0a6b9bffff
洲子2號公園,25.079599,121.568626,894ba0a6b83ffff
美善公園,25.056999,121.578582,894ba0a4dcfffff
畚箕湖公園,25.089436,121.560064,894ba0a68abffff
康湖二號公園,25.074042,121.6088,894ba1d304bffff
康湖公園,25.07468,121.608726,894ba1d304bffff
康寧公園,25.06891,121.609588,894ba1d32bbffff
清白公園,25.081699,121.595283,894ba1d3617ffff
港都公園,25.082719,121.575233,894ba0a6bb7ffff
港華一號公園,25.087734,121.573586,894ba0a6957ffff
港華二號公園,25.087789,121.573837,894ba0a6957ffff
港華三號公園,25.08669,121.575057,894ba0a6947ffff
港華六號公園,25.08426,121.574623,894ba0a694fffff
港華四號公園,25.08653,121.575279,894ba0a6947ffff
港墘公園,25.080978,121.576437,894ba0a6bb7ffff
游美公園,25.064599,121.597198,894ba1d32dbffff
湖山9號公園,25.08522,121.6035,894ba1d30dbffff
湖山八號公園,25.083919,121.603271,894ba1d30dbffff
湖山三號公園,25.08716,121.604469,894ba1d30d3ffff
湖山五號公園,25.081579,121.600837,894ba1d36afffff
湖山六號公園,25.083099,121.60186,894ba1d36afffff
湖山四號公園,25.0827,121.600753,894ba1d36afffff
湖元公園,25.068229,121.58702,894ba1d364bffff
湖畔公園,25.088247,121.601473,894ba1d346bffff
湖聖公園,25.06977,121.591766,894ba1d367bffff
湖興公園,25.06693,121.589591,894ba0a4db3ffff
湖濱公園,25.081547,121.587626,894ba1d368bffff
湖寶公園,25.0666,121.599563,894ba1d32d7ffff
週美綠地,25.0564,121.581901,894ba0a4d1bffff
陽光公園,25.076736,121.586719,894ba1d36cfffff
新明公園,25.05413,121.578811,894ba0a4d53ffff
煙波庭公園,25.086339,121.59925,894ba1d36a3ffff
瑞光公園,25.07118,121.577682,894ba0a6b23ffff
瑞湖公園,25.069309,121.576889,894ba0a6b2bffff
瑞陽公園,25.07751,121.579352,894ba0a6bafffff
碧山公園,25.08708,121.591957,894ba1d3687ffff
碧湖公園,25.082189,121.584289,894ba1d36d7ffff
福壽公園,25.079809,121.596557,894ba1d3607ffff
翠湖公園,25.08626,121.602107,894ba1d36a7ffff
樂活公園,25.068244,121.618814,894ba1d3237ffff
樂康公園,25.07007,121.620697,894ba1d33c3ffff
環東公園,25.043729,121.54293,894ba0a410fffff
麗湖公園,25.073539,121.599282,894ba1d3667ffff
寶湖公園,25.067328,121.598514,894ba1d32d3ffff
內湖110號綠地,25.071229,121.58007,894ba0a6b2fffff
內湖117號綠地,25.083269,121.601852,894ba1d36afffff
內湖119號安興綠地,25.057699,121.583671,894ba0a4d1bffff
文德1號綠地,25.07859,121.584213,894ba1d36c3ffff
石潭公園,25.063119,121.593208,894ba0a4dafffff
康樂綠地,25.074909,121.620613,894ba1d306fffff
港華5號綠地,25.085449,121.574287,894ba0a694fffff
湖興綠地,25.068939,121.590896,894ba0a4db7ffff
紫陽綠地,25.07641,121.586799,894ba1d36cfffff
潭美公園,25.05701,121.58168,894ba0a4d1bffff
麗湖綠地,25.073374,121.600509,894ba1d3667ffff
治磐廣場,25.082729,121.566307,894ba0a6b93ffff
港富廣場,25.080299,121.578117,894ba0a6ba7ffff
灣仔廣場,25.068939,121.590896,894ba0a4db7ffff
大同公園,25.067979,121.512001,894ba0a6363ffff
大稻埕公園,25.05866,121.510368,894ba0a44afffff
大龍公園,25.07024,121.515579,894ba0a6377ffff
玉泉公園,25.04993,121.507652,894ba0a4467ffff
至聖公園,25.071189,121.517692,894ba0a632bffff
忠和公園,25.05788,121.508613,894ba0a4433ffff
哈密公園,25.074846,121.515594,894ba0a633bffff
建成公園,25.05409,121.518226,894ba0a4543ffff
迪化公園,25.071109,121.512008,894ba0a6373ffff
國順公園,25.066222,121.510025,894ba0a637bffff
景化公園,25.065359,121.512741,894ba0a636bffff
朝陽公園,25.05595,121.51313,894ba0a4427ffff
塔城公園,25.05072,121.510803,894ba0a4093ffff
德鄰公園,25.062169,121.514928,894ba0a45d3ffff
蔣渭水紀念公園,25.059709,121.516777,894ba0a45cbffff
樹德公園,25.066799,121.516281,894ba0a636fffff
歸綏戲曲公園,25.05797,121.513092,894ba0a4437ffff
蘭州公園,25.063959,121.51538,894ba0a45d3ffff
大同249綠地,25.07743,121.511459,894ba0a6317ffff
大同250綠地,25.07722,121.509857,894ba0a6317ffff
大同251綠地,25.07838,121.511848,894ba0a6317ffff
敦煌1號綠地,25.07475,121.516288,894ba0a633bffff
敦煌2號綠地,25.076969,121.516441,894ba0a6333ffff
大同16號廣場,25.056379,121.508613,894ba0a4433ffff
大稻埕廣場,25.055,121.509536,894ba0a4423ffff
六藝廣場,25.074689,121.515052,894ba0a633bffff
太原廣場,25.047479,121.516639,894ba0a408fffff
永樂廣場,25.05466,121.509658,894ba0a4423ffff
保安廣場,25.07055,121.518928,894ba0a4593ffff
建成圓環,25.05276,121.514295,894ba0a442fffff
八德公園,25.04693,121.545707,894ba0a413bffff
三民公園,25.06138,121.566963,894ba0a4cb3ffff
三民公園A,25.06138,121.566963,894ba0a4cb3ffff
中華公園,25.053527,121.552484,894ba0a4cc3ffff
民有一號公園,25.06077,121.547401,894ba0a6a7bffff
民有二號公園,25.05964,121.546318,894ba0a6a7bffff
民有三號公園,25.05862,121.547622,894ba0a6a7bffff
民福綠地,25.06276,121.54879,894ba0a6a73ffff
民權公園,25.06191,121.559173,894ba0a4c97ffff
吉仁公園,25.047809,121.553482,894ba0a4127ffff
吉祥公園,25.050533,121.564048,894ba0a4c0fffff
安平公園,25.05302,121.564491,894ba0a4c07ffff
西松公園,25.053689,121.564132,894ba0a4c03ffff
延壽一號公園,25.05763,121.55635,894ba0a4c9bffff
延壽二號公園,25.05735,121.552757,894ba0a6a6fffff
延壽三號公園,25.056869,121.551803,894ba0a6a6fffff
松基公園,25.055369,121.545445,894ba0a41b7ffff
松榮公園,25.060208,121.555107,894ba0a6a67ffff
長壽公園,25.053369,121.558921,894ba0a4c1bffff
美仁一號公園,25.050149,121.553459,894ba0a4ccbffff
美仁二號公園,25.049499,121.553421,894ba0a4ccbffff
健康公園,25.054119,121.56887,894ba0a4c33ffff
婦聯公園,25.054689,121.55973,894ba0a4c13ffff
富民生態公園,25.06015,121.564338,894ba0a4c87ffff
富錦一號公園,25.058889,121.559028,894ba0a4c83ffff
富錦二號公園,25.05961,121.559623,894ba0a4c83ffff
富錦三號公園,25.060239,121.558898,894ba0a4c83ffff
富錦五號公園,25.058849,121.553543,894ba0a6a6fffff
富錦六號公園,25.05821,121.552902,894ba0a6a6fffff
復盛公園,25.047479,121.56147,894ba0a4c47ffff
復源公園,25.046489,121.554481,894ba0a4c5bffff
敦中公園,25.0499,121.54589,894ba0a4133ffff
敦化公園,25.046409,121.550483,894ba0a4127ffff
敦北公園,25.061229,121.551567,894ba0a6a63ffff
新中公園,25.06052,121.560867,894ba0a4c83ffff
新東公園,25.058799,121.568367,894ba0a4ca3ffff
寧安公園,25.05035,121.55487,894ba0a4ccfffff
精忠2號公園,25.05639,121.552848,894ba0a4cd3ffff
精忠公園,25.059339,121.552169,894ba0a6a63ffff
慶城公園 A,25.05327,121.546386,894ba0a41a3ffff
撫遠公園,25.064449,121.566947,894ba0a6b4fffff
舊宗1號公園 ( 新,25.06195,121.568862,894ba0a4cb7ffff
舊宗2號公園,25.05491,121.569999,894ba0a4c33ffff
鵬程公園,25.055519,121.568672,894ba0a4c33ffff
寶清公園,25.05212,121.567642,894ba0a4c3bffff
松山121號綠地三民,25.05916,121.562568,894ba0a4c87ffff
大理公園,25.034139,121.493659,894ba0a4603ffff
日善公園,25.026465,121.496377,894ba0a466bffff
寺前公園,25.03354,121.499206,894ba0a463bffff
老松公園,25.03852,121.502738,894ba0a46afffff
西園公園,25.02639,121.496536,894ba0a466bffff
孝德公園,25.024124,121.49425,894ba0a55b7ffff
和平青草園(原萬華4,25.032659,121.497207,894ba0a460fffff
東園公園,25.02095,121.495246,894ba0a55afffff
長沙公園,25.0415,121.499923,894ba0a46a3ffff
